customerid,name,address,citystatezip,birthdate,phone
5544,"Ethan Leach","421 Rear 59th St","Brooklyn, NY 11220","1947-04-06","315-302-7416"
5545,"Chelsea Ramirez","222-58 Cherry Ave","Flushing, NY 11355","1947-07-11","716-833-1988"
5546,"John Thompson IV","111 E 93rd St","Brooklyn, NY 11212","1977-02-23","680-564-2241"
5547,"Jill Shaw","179 W End Ave","Manhattan, NY 10023","1977-02-16","929-511-6180"
5548,"James Romero Jr.","1493 13th Way","Seaside, CA 93955","1965-01-06","909-716-6061"
5549,"Morgan Grimes","3955B 10th Ave","Manhattan, NY 10034","1943-09-17","315-294-3450"
5550,"Bradley Peterson","1507A Crosby Ave","Bronx, NY 10461","1981-03-01","315-558-7101"
5551,"Nicholas King","199 NE Park Pl","Waterloo, IA 50701","1958-01-10","515-279-6938"
5552,"Thomas Trujillo Jr.","18A S Elliott Pl","Brooklyn, NY 11217","1972-10-07","838-239-1602"
5553,"Timothy Hanson","30 Spencer St","Brooklyn, NY 11205","1954-01-18","516-319-4854"
5554,"Joseph Bowen","4-94 48th Ave","Long Island City, NY 11109","1953-12-16","646-877-2463"
5555,"Brandon White","181 Roman Ave","Staten Island, NY 10314","1951-10-23","315-709-7304"
5556,"Amy Lopez","1049B Ogden Ave","Bronx, NY 10452","1979-02-21","315-840-7032"
5557,"John Johnston","2318 Park Pl NW","Providence, RI 02918","1993-08-13","401-310-5109"
5558,"Mitchell Brown","117A Van Siclen Ave","Brooklyn, NY 11207","1961-05-23","315-246-3858"
5559,"Mary Saunders","2554 Park Rd E","Alum Rock, CA 95127","1981-07-17","619-404-4061"
5560,"Mike Vaughan","3507 SW 3rd Ln","Tacoma, WA 98422","1970-05-07","360-422-9667"
5561,"Phillip Roman","321½ Henry St","Brooklyn, NY 11201","1952-03-27","716-946-5747"
5562,"Renee Elliott","1 Seneca Ave","Brooklyn, NY 11237","1961-03-01","585-955-9012"
5563,"Philip Collins","32 W 9th St","Brooklyn, NY 11231","1988-09-13","838-611-7406"
5564,"Chelsea Mann","2965 Gar Frederick Douglass Blvd","Manhattan, NY 10039","1956-11-30","607-335-1124"
5565,"Brian Beard","273 W 88th St","Manhattan, NY 10024","1966-06-09","716-980-2114"
5566,"Jonathan Smith","190-10 Nero Ave","Hollis, NY 11423","1977-05-25","516-263-2485"
5567,"Lisa Reese","220½ E 7th St","Manhattan, NY 10009","1989-07-22","585-737-8265"
5568,"Andrew Morris","4837 Dogwood Dr","Wrens, GA 30833","1955-06-02","678-235-2426"
5569,"John Deleon III","942 E Tremont Ave","Bronx, NY 10460","1952-10-24","516-549-7428"
5570,"Lori Reeves","4232 NE 1st Pl","Los Angeles, CA 90293","1989-11-21","619-566-1531"
5571,"James Olson","4143 N 2nd Rd","Trufant, MI 49347","1961-08-27","734-208-2070"
5572,"Darlene Porter","1185 Taylor Ave","Bronx, NY 10472","1976-04-13","838-886-8789"
5573,"Sherri Rush","82-31 252nd St","Bellerose, NY 11426","1962-01-01","838-686-0638"
5574,"Jacqueline Campos","256 64th St","Brooklyn, NY 11220","1973-05-21","315-914-0688"
5575,"Megan Meadows","2265 Rear Washington Ave","Bronx, NY 10457","1973-08-09","646-512-3065"
5576,"Douglas Larson","320 18th St","Brooklyn, NY 11215","2000-08-31","516-739-4669"
5577,"Jeremy Nguyen","77-40 254th St","Glen Oaks, NY 11004","1968-02-20","680-870-8237"
5578,"Tracy Owen","193C W 22nd St","Manhattan, NY 10011","1958-10-19","516-428-1525"
5579,"Sharon Miller","26 W 183rd St","Bronx, NY 10468","1936-05-02","585-858-6486"
5580,"Melissa Stewart","140-25 95th Ave","Jamaica, NY 11435","1959-07-06","516-427-4028"
5581,"Megan Smith","3337 W 6th St","Birmingham, AL 35212","1957-09-21","938-234-8249"
5582,"Lisa Trujillo","1162 Sheridan Ave","Bronx, NY 10456","1987-12-19","838-792-0700"
5583,"Calvin Herrera","1256 3rd Ave","Manhattan, NY 10021","1981-08-15","646-222-1062"
5584,"Samantha Davis","89-28 205th St","Hollis, NY 11423","1983-01-23","838-536-5445"
5585,"William Diaz","4272 W 12th Dr","Beaumont, TX 77707","1986-05-23","512-832-0461"
5586,"Abigail Duncan","202 S 67th Pl","Bushnell, FL 33538","1966-04-27","561-941-8717"
5587,"Amy Torres","48-49 Vernon Blvd","Long Island City, NY 11101","1956-06-04","516-572-8420"
5588,"David Alvarez","1515B Bassett Ave","Bronx, NY 10461","1982-05-05","332-571-2681"
5589,"Donald Banks","374 E 58th St","Brooklyn, NY 11203","1983-02-08","929-814-8066"
5590,"Kenneth Callahan","90-31 82nd Rd","Ridgewood, NY 11385","1994-03-04","585-350-6243"
5591,"Wyatt Ellison","1763 Marine Pkwy","Brooklyn, NY 11229","1961-01-12","315-513-9741"
5592,"Daniel Burton","894A Ave Of The Americas","Manhattan, NY 10001","1994-05-25","929-433-4762"
5593,"James Jenkins","1237 S Park Dr","Brooklyn, NY 11205","1994-04-24","680-459-8070"
5594,"Patrick Soto","4322 W 24th Pl","Tampa, FL 33604","2000-06-30","407-641-0421"
5595,"Jeffrey Jenkins","3599 Park Ln","New York, NY 10111","1988-03-14","516-709-0959"
5596,"David Price","537 Montauk Ave","Brooklyn, NY 11208","1956-12-03","516-845-6704"
5597,"Brenda Brown","262 Cedar Way","San Jose, CA 95134","1985-09-06","559-947-1574"
5598,"Brandi Rocha","1303 Decatur St","Brooklyn, NY 11207","1996-05-14","680-633-6336"
5599,"David Knapp Jr.","201A Clarkson Ave","Brooklyn, NY 11226","1970-06-26","680-984-5879"
5600,"Sarah Greene","63-22 Trimble Rd","Woodside, NY 11377","2000-11-01","585-805-0046"
5601,"Patricia Gould","124-17 Grayson St","Springfield Gardens, NY 11413","1962-01-06","934-332-2802"
5602,"Nancy Lawson","3006S Valentine Ave","Bronx, NY 10458","1991-09-22","838-771-4295"
5603,"Jason Newton","57-43 Penrod St","Corona, NY 11368","1971-07-27","646-537-4178"
5604,"Patrick Quinn Jr.","79C E 97th St","Manhattan, NY 10029","1948-06-02","516-671-1397"
5605,"Michael Hernandez","11½ Tompkins Ave","Brooklyn, NY 11206","1952-04-28","631-730-5138"
5606,"Angela Moore","818 Empire Blvd","Brooklyn, NY 11203","1955-10-24","315-947-6591"
5607,"Richard Brown","2164E Jerome Ave","Bronx, NY 10453","1973-05-12","838-695-2949"
5608,"Mark House","132-11 149th Ave","Ozone Park, NY 11417","1990-06-02","838-504-9637"
5609,"Kyle Soto Jr.","3668 Apache Dr","Phoenix, AZ 85029","1954-08-14","480-804-9819"
5610,"Andre Wallace","552 Correll Ave","Staten Island, NY 10309","1970-09-10","347-831-4988"
5611,"Todd Watson","213B Betts Ave","Bronx, NY 10473","1999-01-16","315-588-6144"
5612,"Kathryn Wright","145-1 Nashville Blvd","Springfield Gardens, NY 11413","1955-08-03","838-262-7123"
5613,"Lori Guzman","4458 E 2nd Way","Rocky Point, WA 98312","1991-07-19","206-257-3186"
5614,"Eric Hawkins","36-62 89th St","Jackson Heights, NY 11372","1960-08-13","585-315-8688"
5615,"Sarah Hughes","3434½ Broadway","Manhattan, NY 10031","1987-03-30","607-659-9943"
5616,"Dorothy Zimmerman","455 E 149th St","Bronx, NY 10455","1978-06-07","516-250-9857"
5617,"Teresa Gail Hansen","4523 NW 8th Way","Sumter, SC 29150","1943-10-04","803-799-7110"
5618,"Michael Parks","33A Joralemon St","Brooklyn, NY 11201","1959-08-30","838-380-4480"
5619,"Bailey Jones","341 Rider Ave","Bronx, NY 10451","1947-06-13","838-859-1673"
5620,"David Osborn","65 E 93rd St","Brooklyn, NY 11212","1964-04-21","516-472-5060"
5621,"Cathy Smith","60 5th Pl NE","Kapaa, HI 96746","1949-09-14","808-753-0664"
5622,"Jorge Smith","57-18 Cornaga Ave","Far Rockaway, NY 11691","1967-04-19","315-750-7470"
5623,"Jennifer Rivera","132-13 Blossom Ave","Flushing, NY 11355","1984-09-15","516-559-1988"
5624,"Maria Delacruz","834 E 221st St","Bronx, NY 10467","1958-02-24","929-902-6299"
5625,"James Stephens","456 Elverton Ave","Staten Island, NY 10308","1957-11-13","315-258-0686"
5626,"Joseph Johnson","5225B Arthur Kill Rd","Staten Island, NY 10307","1967-12-28","315-655-2635"
5627,"Andrew Freeman","691 W 180th St","Manhattan, NY 10033","1974-05-15","680-738-8768"
5628,"Brian Black","82 E 39th St","Manhattan, NY 10016","1972-10-24","516-711-6034"
5629,"Robert Marshall","89-43 69th Ave","Forest Hills, NY 11375","1962-02-21","716-500-5733"
5630,"Michael Moore","55A E 170th St","Bronx, NY 10452","1953-01-27","315-283-0621"
5631,"Christopher Roberts","2576 S Park Ave","Bowleys Quarters, MD 21220","1962-09-07","443-682-4304"
5632,"Paul Mcdonald","59A Sherman St","Brooklyn, NY 11215","1984-05-11","631-940-9669"
5633,"Edward Jensen","647 Park Rd NW","Mansfield, OH 44902","1977-05-01","419-426-9987"
5634,"Heidi Thompson","45-3 100th St","Corona, NY 11368","1997-05-02","516-931-9517"
5635,"Brenda Winters","113 Bay 41st St","Brooklyn, NY 11214","1992-11-01","585-905-9884"
5636,"Alan Day","666 W Park Ln","New York, NY 11426","1982-07-21","934-426-0259"
5637,"Andrew Avila","3528 Park Way S","Vancouver, WA 98665","1997-03-07","253-950-1740"
5638,"Gordon Gray","84-62 Liberty Ave","Ozone Park, NY 11417","1958-02-11","212-435-7262"
5639,"Glenn Shepherd","1136 Park Ave NW","Portland, OR 97221","1992-10-20","971-572-3738"
5640,"Alexandra Moses","1763 Palo Verde Ln NE","Phoenix, AZ 85042","1998-03-27","928-363-8874"
5641,"Denise Marshall","304 Lincoln Rd","Brooklyn, NY 11225","1949-04-14","518-815-8858"
5642,"Ashlee Thompson","2404 Park Dr","Green, OR 97471","1958-03-07","971-834-6937"
5643,"Stacey Reese","32-1 Deepdene Rd","Forest Hills, NY 11375","1943-02-25","585-441-6451"
5644,"Michael West","697 18th Ave","Miami, FL 33145","1947-07-08","656-379-5701"
5645,"Johnny Shelton","2037A E 17th St","Brooklyn, NY 11229","1943-06-18","631-826-2003"
5646,"Gregory Butler","1513 Bath Ave","Brooklyn, NY 11228","1971-11-07","332-874-8344"
5647,"Megan Lynch","145-72 26th Ave","Flushing, NY 11354","1982-03-14","347-733-2259"
5648,"Steve Fletcher","145-4 Liberty Ave","Jamaica, NY 11435","1954-11-13","680-647-8444"
5649,"Patricia King","4382 SW 88th Ave","North Miami, FL 33160","1971-07-03","305-864-7961"
5650,"Brian Golden Jr.","4-55 127th St","College Point, NY 11356","1983-01-25","332-594-0196"
5651,"Russell Daniels","3540 6th Way E","Bay View, WA 98273","2000-01-29","509-328-2764"
5652,"Tara Watkins","1791 Story Ave","Bronx, NY 10473","1949-05-28","680-959-4900"
5653,"Kyle Campbell","2716 Maple Pl","Philadelphia, PA 19109","1966-08-25","814-667-8363"
5654,"Billy White","426B Watchogue Rd","Staten Island, NY 10314","1950-09-01","315-215-4776"
5655,"Kristy Campos","467C Conduit Blvd","Brooklyn, NY 11208","1959-10-11","516-809-7092"
5656,"Joshua Stone","4091 W 12th Way","Lakeland, FL 33815","1956-01-15","239-968-7892"
5657,"Mario Rogers","53 Lawrence Ave","Brooklyn, NY 11230","1946-04-14","516-577-9590"
5658,"Alexander Miller","4818 NW Park Way","Chicago, IL 60618","1999-03-29","618-959-4899"
5659,"Kristin Campbell","453 Rear-B Canal St","Manhattan, NY 10013","1987-09-19","914-667-3081"
5660,"Laura Monique Fernandez","2 Village Rd E","Brooklyn, NY 11223","1949-11-11","845-263-5719"
5661,"John Adams","1274A Rogers Ave","Brooklyn, NY 11226","1952-12-30","607-511-1961"
5662,"Sarah Elliott","42-65 76th St","Elmhurst, NY 11373","1984-11-24","516-925-6576"
5663,"Hannah Glover","744A Cauldwell Ave","Bronx, NY 10456","1966-12-18","838-895-5001"
5664,"Melissa Sims","3848 Cortelyou Rd","Brooklyn, NY 11203","1950-04-17","716-808-2478"
5665,"James Wright","3889 Park St E","Houston, TX 77336","1955-10-23","915-901-1195"
5666,"Linda Guzman","109 Decatur St","Brooklyn, NY 11216","1998-03-01","631-653-7039"
5667,"Tyler White","897 E 134th St","Bronx, NY 10454","1982-10-18","838-906-6820"
5668,"Allison Rivera","130-2 Foch Blvd","South Ozone Park, NY 11420","1963-06-26","838-736-1530"
5669,"Natalie Green","290 Sharrott Ave","Staten Island, NY 10309","1960-12-26","212-246-8139"
5670,"Steven Barrett","5340 9th Ave","Brooklyn, NY 11220","1991-05-03","516-847-4164"
5671,"Michael Page","123-31 135th Ave","South Ozone Park, NY 11420","1947-01-16","212-411-4661"
5672,"Christopher Jimenez","55 Tompkins St","Staten Island, NY 10304","1983-11-06","516-944-4549"
5673,"Amanda Maldonado","1033 Manhattan Ave","Brooklyn, NY 11222","1956-08-21","845-370-1329"
5674,"Stacy Cortez","111-76 135th St","South Ozone Park, NY 11420","1959-11-24","516-230-0447"
5675,"Amanda Garcia","365 SE 3rd Rd","Madison, WI 53726","1956-12-21","262-301-9063"
5676,"Becky Tucker","358½ E 81st St","Manhattan, NY 10028","1970-10-28","914-340-3469"
5677,"Mary Williams","665 W 133rd St","Manhattan, NY 10031","1937-11-08","315-392-8150"
5678,"Andrea Nichols","1031 Leland Ave","Bronx, NY 10472","1997-11-28","585-745-3955"
5679,"Linda Walker","3341 37th St","The Villages, FL 32163","1954-04-07","561-601-9290"
5680,"Miranda Jones","263A Woodward Ave","Ridgewood, NY 11385","1987-01-08","838-312-1726"
5681,"Courtney Young","1440 Parkchester Rd","Bronx, NY 10462","1982-07-02","716-309-0302"
5682,"Joshua Clements","66-21 Springfield Blvd","Oakland Gardens, NY 11364","1973-01-25","914-940-9248"
5683,"Kevin Estrada","523 Ave L","Brooklyn, NY 11230","1994-01-30","631-932-8753"
5684,"Jennifer Perez","3B Cooper Pl","Bronx, NY 10475","2000-07-20","914-547-8374"
5685,"Scott Murphy","4029C Broadway","Manhattan, NY 10032","1973-12-17","585-702-8700"
5686,"Kara Zamora","2567 SE Park St","San Antonio, TX 78249","1977-10-02","903-784-9342"
5687,"Edward Palmer","768 E 77th St","Brooklyn, NY 11236","1983-02-27","631-924-1893"
5688,"Jessica Moses","181-35 Aberdeen Rd","Jamaica, NY 11432","1951-06-06","315-553-9752"
5689,"Brian Duncan","84-20 Rockaway Beach Blvd","Far Rockaway, NY 11693","1950-07-22","929-210-7339"
5690,"Joseph Peterson","609 Beach 9th St","Far Rockaway, NY 11691","1983-01-06","631-241-1486"
5691,"Susan Mendoza","23 11th Rd","San Francisco, CA 94111","1937-05-02","310-535-4814"
5692,"Teresa Mcdaniel","104A Greenwood Ave","Brooklyn, NY 11218","1998-10-22","631-244-0032"
5693,"Dawn Lynch","351 W 119th St","Manhattan, NY 10026","1967-03-17","347-411-1302"
5694,"Monica Wright","1439B Ogden Ave","Bronx, NY 10452","1998-07-17","585-408-5689"
5695,"Tina Hammond","139-3 Queens Blvd","Jamaica, NY 11435","1941-08-20","516-756-3418"
5696,"Christopher Woods","2104 Cedar Dr","Hurley, NM 88043","1940-09-15","505-987-7880"
5697,"Julia Dixon","144A Meserole Ave","Brooklyn, NY 11222","1998-02-10","315-794-6352"
5698,"Melinda King","345 Union St","Brooklyn, NY 11231","1970-04-15","838-244-3112"
5699,"Steven Williams","102A W 71st St","Manhattan, NY 10023","1989-03-19","914-340-4867"
5700,"Alyssa Padilla","112-45 Springfield Blvd","Queens Village, NY 11429","1950-01-14","838-389-1493"
5701,"Kristine Nelson","36-15 22nd St","Astoria, NY 11106","1974-06-08","585-473-5741"
5702,"Mark Sexton","20-28 24th Rd","Astoria, NY 11102","2000-03-05","914-469-0904"
5703,"Cassandra Torres","4697A Hylan Blvd","Staten Island, NY 10312","1968-02-15","631-249-2209"
5704,"Robert Hull","2220 E 15th St","Brooklyn, NY 11229","1954-02-27","838-422-1681"
5705,"Ashley Hill","1114 W 13th Rd","Milwaukee, WI 53215","1982-05-15","534-681-8445"
5706,"Hailey White","295½ Stockholm St","Brooklyn, NY 11237","1941-06-25","838-822-4408"
5707,"Terri Garcia","3115 NE 68th St","Parkland, FL 33067","1974-03-23","813-777-5280"
5708,"Melissa Maria Bennett","5281 Ave J","Brooklyn, NY 11234","1950-07-03","315-326-7435"
5709,"Crystal Sanders","123 Waverly Pl","Manhattan, NY 10011","1974-02-10","315-643-8591"
5710,"Karen Montgomery","4855 Delafield Ave","Bronx, NY 10471","1985-08-23","516-419-8003"
5711,"Melissa Aguilar","246 Linwood St","Brooklyn, NY 11208","1966-07-17","845-236-6995"
5712,"Leslie Huynh","3027 Maple Ave E","Detroit, MI 48202","1957-08-10","517-805-7885"
5713,"Patricia Suarez","445½ Waverly Ave","Brooklyn, NY 11238","1988-12-24","516-797-9716"
5714,"Yvette Neal","23-50 White Oak Ct","East Elmhurst, NY 11370","1942-11-19","838-634-7754"
5715,"Ian Bush","2587D Hylan Blvd","Staten Island, NY 10306","1955-11-07","838-287-7730"
5716,"Jose Hunt","250 E 204th St","Bronx, NY 10458","1971-01-18","845-827-4628"
5717,"Jose Walls","1338 E 2nd St","Brooklyn, NY 11230","1961-11-30","516-409-3004"
5718,"Nicholas Noble V","3024B Brighton 1st Pl","Brooklyn, NY 11235","1982-03-19","585-349-1823"
5719,"Haley Johnson","36-10 58th St","Woodside, NY 11377","1960-12-17","585-781-8249"
5720,"Kathleen Ortiz","104 Kemball Ave","Staten Island, NY 10314","1991-08-12","838-686-1350"
5721,"Amanda Gonzalez","244A Front St","Brooklyn, NY 11201","1985-05-16","680-292-3722"
5722,"Craig Hughes","531 SW 3rd Ave","Aurora, CO 80016","1970-03-05","719-735-5552"
5723,"Erik Fitzpatrick","1416 Harrod Ave","Bronx, NY 10472","2000-10-10","914-902-2144"
5724,"Dennis Fletcher","282-1 Grand St","Brooklyn, NY 11211","1992-05-20","838-519-0233"
5725,"Shannon Tapia","1371 Cromwell Ave","Bronx, NY 10452","1941-07-22","332-837-9427"
5726,"Tanya Orozco","1061 Simpson St","Bronx, NY 10459","1956-07-30","838-626-6755"
5727,"Andrea Young","648 SE Cypress Dr","Fairfield, CA 94534","1988-05-06","831-486-2240"
5728,"Tamara Cox","731 54th St","Brooklyn, NY 11220","1994-07-02","716-802-3495"
5729,"Alexander Dodson","3347 12th Rd NW","Washington, DC 20018","1995-05-13","771-544-9114"
5730,"Wanda Miller","1772 Rear Jerome Ave","Bronx, NY 10453","1966-12-03","518-412-0855"
5731,"William Barnes","230 Rensselaer Ave","Staten Island, NY 10312","1960-06-28","585-979-3038"
5732,"Maria Edwards","2827A Jerome Ave","Bronx, NY 10468","1956-04-25","585-949-3732"
5733,"Traci Boyer","4344 Dogwood St","Atlanta, GA 30342","1987-10-14","678-389-4561"
5734,"Joshua Crawford","1391B St Nicholas Ave","Manhattan, NY 10033","2000-03-15","716-996-8252"
5735,"Robert Garcia","4302B 13th Ave","Brooklyn, NY 11219","1976-09-25","315-802-8459"
5736,"Denise Knox","90-9 96th St","Woodhaven, NY 11421","1984-01-11","585-712-1492"
5737,"Kelsey Ward","815B E Tremont Ave","Bronx, NY 10460","1961-04-26","914-766-6444"
5738,"Katherine Holmes","123 St Pauls Pl","Brooklyn, NY 11226","1950-08-03","838-216-6184"
5739,"Rachel Alexis Burton","1133 SW Park Pl","Fabens, TX 79838","1951-08-01","806-284-8284"
5740,"James Wright","47-19 97th St","Corona, NY 11368","1967-07-10","315-465-3518"
5741,"Kelly Baker","15B Behan Ct","Staten Island, NY 10306","1997-06-20","516-251-8786"
5742,"Charles Martinez","2093 Union St","Brooklyn, NY 11212","1970-11-15","585-859-5648"
5743,"Caitlin Schultz","1470B Underhill Ave","Bronx, NY 10473","1951-01-07","838-438-7356"
5744,"Wayne Rivas","3333E Broadway","Manhattan, NY 10031","1980-12-18","838-437-7704"
5745,"Aaron Reid","154 Convent Ave","Manhattan, NY 10031","1974-07-02","585-725-6477"
5746,"Misty Rangel","2264 W Park St","Byron, MN 55920","1993-10-04","612-933-8221"
5747,"Mary Robinson","162-63 25th Ave","Flushing, NY 11358","1974-05-04","838-420-3329"
5748,"Alexander Davila","185-15 Jamaica Ave","Hollis, NY 11423","1970-06-15","212-619-1684"
5749,"Jeffrey Rivera","149-22 Hollywood Ave","Flushing, NY 11355","1982-10-10","838-745-0315"
5750,"Darrell Gallegos","415½ Stanhope St","Brooklyn, NY 11237","1959-07-08","347-772-3155"
5751,"Sean Hansen","915 67th Ave","Hollywood, FL 33021","1962-05-16","754-794-4916"
5752,"Christopher Parrish","4323 3rd Ave SE","Smiths Station, AL 36877","1950-10-26","659-355-3479"
5753,"Anna Wilson","1062B Ogden Ave","Bronx, NY 10452","1937-11-28","585-593-6250"
5754,"Steven Rodriguez","4383A 16th Ave","Brooklyn, NY 11219","1954-12-08","585-843-7779"
5755,"Tracy Edwards","1402B St Nicholas Ave","Manhattan, NY 10033","1997-12-14","838-600-9275"
5756,"Valerie Weeks","3166 Park Pl","Kansas City, MO 64125","1961-10-18","573-324-4726"
5757,"Erik Wright","251 Ave X","Brooklyn, NY 11223","1994-07-31","838-211-4051"
5758,"Courtney Diane Oneill","150-5 121st Ave","Jamaica, NY 11434","1981-05-25","315-745-5878"
5759,"James Smith","39½ Washington Ave","Brooklyn, NY 11205","1995-05-31","838-828-5745"
5760,"Michael Robinson","1738 E 32nd St","Brooklyn, NY 11234","1956-03-16","716-916-4698"
5761,"Leslie Velazquez","142-66 Roosevelt Ave","Flushing, NY 11354","1960-09-20","631-980-3916"
5762,"Robert Smith","24 Cooper Pl","Bronx, NY 10475","1971-07-20","332-326-4463"
5763,"Alexis Davis","936 Dogwood Ave W","Knoxville, TN 37915","1979-09-22","423-526-9780"
5764,"Rebecca Garcia","442½ E 74th St","Manhattan, NY 10021","1982-10-13","315-680-5287"
5765,"Frances White","349 Rutland Rd","Brooklyn, NY 11225","1975-01-18","631-401-6718"
5766,"William Wilson","1199A E 3rd St","Brooklyn, NY 11230","1985-09-20","585-701-9509"
5767,"Amanda Evans","217-42 92nd Ave","Queens Village, NY 11428","1970-12-17","585-729-9179"
